	date	county	state	GeoArea_FIPS	cases	deaths
58214	2020-04-14	Hertford	North Carolina	37091	4	1
58215	2020-04-14	Hoke	North Carolina	37093	20	0
58216	2020-04-14	Iredell	North Carolina	37097	71	2
58217	2020-04-14	Jackson	North Carolina	37099	2	0
58218	2020-04-14	Johnston	North Carolina	37101	104	8
58219	2020-04-14	Jones	North Carolina	37103	7	1
58220	2020-04-14	Lee	North Carolina	37105	14	0
58221	2020-04-14	Lenoir	North Carolina	37107	14	0
58222	2020-04-14	Lincoln	North Carolina	37109	15	0
58223	2020-04-14	Macon	North Carolina	37113	2	1
58224	2020-04-14	Martin	North Carolina	37117	7	0
58225	2020-04-14	McDowell	North Carolina	37111	18	0
58226	2020-04-14	Mecklenburg	North Carolina	37119	993	15
58227	2020-04-14	Mitchell	North Carolina	37121	4	0
58228	2020-04-14	Montgomery	North Carolina	37123	14	1
58229	2020-04-14	Moore	North Carolina	37125	66	0
58230	2020-04-14	Nash	North Carolina	37127	39	1
58231	2020-04-14	New Hanover	North Carolina	37129	55	1
58232	2020-04-14	Northampton	North Carolina	37131	63	0
58233	2020-04-14	Onslow	North Carolina	37133	29	1
58234	2020-04-14	Orange	North Carolina	37135	155	2
58235	2020-04-14	Pamlico	North Carolina	37137	6	0
58236	2020-04-14	Pasquotank	North Carolina	37139	15	0
58237	2020-04-14	Pender	North Carolina	37141	5	0
58238	2020-04-14	Perquimans	North Carolina	37143	8	0
58239	2020-04-14	Person	North Carolina	37145	11	0
58240	2020-04-14	Pitt	North Carolina	37147	68	1
58241	2020-04-14	Polk	North Carolina	37149	9	0
58242	2020-04-14	Randolph	North Carolina	37151	55	2
58243	2020-04-14	Richmond	North Carolina	37153	12	1
58244	2020-04-14	Robeson	North Carolina	37155	10	0
58245	2020-04-14	Rockingham	North Carolina	37157	16	2
58246	2020-04-14	Rowan	North Carolina	37159	201	7
58247	2020-04-14	Rutherford	North Carolina	37161	43	2
58248	2020-04-14	Sampson	North Carolina	37163	13	0
58249	2020-04-14	Scotland	North Carolina	37165	9	0
58250	2020-04-14	Stanly	North Carolina	37167	17	1
58251	2020-04-14	Stokes	North Carolina	37169	9	0
58252	2020-04-14	Surry	North Carolina	37171	10	0
58253	2020-04-14	Transylvania	North Carolina	37175	6	0
58254	2020-04-14	Tyrrell	North Carolina	37177	2	0
58255	2020-04-14	Union	North Carolina	37179	110	3
58256	2020-04-14	Vance	North Carolina	37181	21	0
58257	2020-04-14	Wake	North Carolina	37183	501	0
58258	2020-04-14	Warren	North Carolina	37185	3	0
58259	2020-04-14	Washington	North Carolina	37187	18	2
58260	2020-04-14	Watauga	North Carolina	37189	8	0
58261	2020-04-14	Wayne	North Carolina	37191	78	2
58262	2020-04-14	Wilkes	North Carolina	37193	4	1
58263	2020-04-14	Wilson	North Carolina	37195	74	3
58264	2020-04-14	Yadkin	North Carolina	37197	11	0
60888	2020-04-15	Alamance	North Carolina	37001	42	0
60889	2020-04-15	Alexander	North Carolina	37003	3	0
60890	2020-04-15	Alleghany	North Carolina	37005	2	0
60891	2020-04-15	Anson	North Carolina	37007	12	0
60892	2020-04-15	Ashe	North Carolina	37009	4	0
60893	2020-04-15	Beaufort	North Carolina	37013	13	0
60894	2020-04-15	Bertie	North Carolina	37015	16	1
60895	2020-04-15	Bladen	North Carolina	37017	1	0
60896	2020-04-15	Brunswick	North Carolina	37019	35	2
60897	2020-04-15	Buncombe	North Carolina	37021	37	3
60898	2020-04-15	Burke	North Carolina	37023	59	4
60899	2020-04-15	Cabarrus	North Carolina	37025	191	3
60900	2020-04-15	Caldwell	North Carolina	37027	19	0
60901	2020-04-15	Carteret	North Carolina	37031	22	1
60902	2020-04-15	Caswell	North Carolina	37033	3	0
60903	2020-04-15	Catawba	North Carolina	37035	35	1
60904	2020-04-15	Chatham	North Carolina	37037	77	0
60905	2020-04-15	Cherokee	North Carolina	37039	12	1
60906	2020-04-15	Chowan	North Carolina	37041	5	0
60907	2020-04-15	Clay	North Carolina	37043	3	0
60908	2020-04-15	Cleveland	North Carolina	37045	40	1
60909	2020-04-15	Columbus	North Carolina	37047	37	1
60910	2020-04-15	Craven	North Carolina	37049	31	1
60911	2020-04-15	Cumberland	North Carolina	37051	87	2
60912	2020-04-15	Currituck	North Carolina	37053	2	0
60913	2020-04-15	Dare	North Carolina	37055	11	1
60914	2020-04-15	Davidson	North Carolina	37057	87	2
60915	2020-04-15	Davie	North Carolina	37059	22	2
60916	2020-04-15	Duplin	North Carolina	37061	18	0
60917	2020-04-15	Durham	North Carolina	37063	330	2
60918	2020-04-15	Edgecombe	North Carolina	37065	33	1
60919	2020-04-15	Forsyth	North Carolina	37067	123	4
60920	2020-04-15	Franklin	North Carolina	37069	66	3
60921	2020-04-15	Gaston	North Carolina	37071	92	3
60922	2020-04-15	Gates	North Carolina	37073	4	0
60923	2020-04-15	Granville	North Carolina	37077	98	4
60924	2020-04-15	Greene	North Carolina	37079	13	0
60925	2020-04-15	Guilford	North Carolina	37081	149	10
60926	2020-04-15	Halifax	North Carolina	37083	25	0
60927	2020-04-15	Harnett	North Carolina	37085	50	2
60928	2020-04-15	Haywood	North Carolina	37087	3	0
60929	2020-04-15	Henderson	North Carolina	37089	97	4
60930	2020-04-15	Hertford	North Carolina	37091	5	1
60931	2020-04-15	Hoke	North Carolina	37093	20	0
60932	2020-04-15	Iredell	North Carolina	37097	70	2
60933	2020-04-15	Jackson	North Carolina	37099	2	0
60934	2020-04-15	Johnston	North Carolina	37101	106	9
60935	2020-04-15	Jones	North Carolina	37103	8	1
60936	2020-04-15	Lee	North Carolina	37105	16	0
60937	2020-04-15	Lenoir	North Carolina	37107	14	0
60938	2020-04-15	Lincoln	North Carolina	37109	15	0
60939	2020-04-15	Macon	North Carolina	37113	2	1
60940	2020-04-15	Martin	North Carolina	37117	7	0
60941	2020-04-15	McDowell	North Carolina	37111	18	0
60942	2020-04-15	Mecklenburg	North Carolina	37119	1015	19
60943	2020-04-15	Mitchell	North Carolina	37121	4	0
60944	2020-04-15	Montgomery	North Carolina	37123	15	1
60945	2020-04-15	Moore	North Carolina	37125	66	0
60946	2020-04-15	Nash	North Carolina	37127	40	1
60947	2020-04-15	New Hanover	North Carolina	37129	56	1
60948	2020-04-15	Northampton	North Carolina	37131	65	0
60949	2020-04-15	Onslow	North Carolina	37133	29	1
60950	2020-04-15	Orange	North Carolina	37135	161	2
60951	2020-04-15	Pamlico	North Carolina	37137	6	0
60952	2020-04-15	Pasquotank	North Carolina	37139	15	0
60953	2020-04-15	Pender	North Carolina	37141	5	0
60954	2020-04-15	Perquimans	North Carolina	37143	8	0
60955	2020-04-15	Person	North Carolina	37145	11	0
60956	2020-04-15	Pitt	North Carolina	37147	69	1
60957	2020-04-15	Polk	North Carolina	37149	9	0
60958	2020-04-15	Randolph	North Carolina	37151	56	2
60959	2020-04-15	Richmond	North Carolina	37153	12	1
60960	2020-04-15	Robeson	North Carolina	37155	11	0
60961	2020-04-15	Rockingham	North Carolina	37157	15	2
60962	2020-04-15	Rowan	North Carolina	37159	206	7
60963	2020-04-15	Rutherford	North Carolina	37161	45	2
60964	2020-04-15	Sampson	North Carolina	37163	13	0
60965	2020-04-15	Scotland	North Carolina	37165	9	0
60966	2020-04-15	Stanly	North Carolina	37167	17	1
60967	2020-04-15	Stokes	North Carolina	37169	10	0
60968	2020-04-15	Surry	North Carolina	37171	10	0
60969	2020-04-15	Transylvania	North Carolina	37175	6	0
60970	2020-04-15	Tyrrell	North Carolina	37177	3	0
60971	2020-04-15	Union	North Carolina	37179	112	3
60972	2020-04-15	Vance	North Carolina	37181	23	1
60973	2020-04-15	Wake	North Carolina	37183	510	1
60974	2020-04-15	Warren	North Carolina	37185	3	0
60975	2020-04-15	Washington	North Carolina	37187	18	2
60976	2020-04-15	Watauga	North Carolina	37189	8	0
60977	2020-04-15	Wayne	North Carolina	37191	80	2
60978	2020-04-15	Wilkes	North Carolina	37193	4	1
60979	2020-04-15	Wilson	North Carolina	37195	75	3
60980	2020-04-15	Yadkin	North Carolina	37197	11	1
63616	2020-04-16	Alamance	North Carolina	37001	45	0
63617	2020-04-16	Alexander	North Carolina	37003	3	0
63618	2020-04-16	Alleghany	North Carolina	37005	2	0
63619	2020-04-16	Anson	North Carolina	37007	14	0
63620	2020-04-16	Ashe	North Carolina	37009	4	0
63621	2020-04-16	Beaufort	North Carolina	37013	13	0
63622	2020-04-16	Bertie	North Carolina	37015	17	1
63623	2020-04-16	Bladen	North Carolina	37017	1	0
63624	2020-04-16	Brunswick	North Carolina	37019	36	2
63625	2020-04-16	Buncombe	North Carolina	37021	41	3
63626	2020-04-16	Burke	North Carolina	37023	59	5
63627	2020-04-16	Cabarrus	North Carolina	37025	198	3
63628	2020-04-16	Caldwell	North Carolina	37027	19	0
63629	2020-04-16	Carteret	North Carolina	37031	22	1
63630	2020-04-16	Caswell	North Carolina	37033	4	0
63631	2020-04-16	Catawba	North Carolina	37035	37	1
63632	2020-04-16	Chatham	North Carolina	37037	80	0
63633	2020-04-16	Cherokee	North Carolina	37039	13	1
63634	2020-04-16	Chowan	North Carolina	37041	5	0
63635	2020-04-16	Clay	North Carolina	37043	4	0
63636	2020-04-16	Cleveland	North Carolina	37045	41	1
63637	2020-04-16	Columbus	North Carolina	37047	41	1
63638	2020-04-16	Craven	North Carolina	37049	31	1
63639	2020-04-16	Cumberland	North Carolina	37051	93	2
63640	2020-04-16	Currituck	North Carolina	37053	2	0
63641	2020-04-16	Dare	North Carolina	37055	11	1
63642	2020-04-16	Davidson	North Carolina	37057	91	2
63643	2020-04-16	Davie	North Carolina	37059	23	2
63644	2020-04-16	Duplin	North Carolina	37061	17	0
63645	2020-04-16	Durham	North Carolina	37063	350	2
63646	2020-04-16	Edgecombe	North Carolina	37065	42	1
63647	2020-04-16	Forsyth	North Carolina	37067	122	5
63648	2020-04-16	Franklin	North Carolina	37069	66	5
63649	2020-04-16	Gaston	North Carolina	37071	93	3
63650	2020-04-16	Gates	North Carolina	37073	4	0
63651	2020-04-16	Granville	North Carolina	37077	104	4
63652	2020-04-16	Greene	North Carolina	37079	12	0
63653	2020-04-16	Guilford	North Carolina	37081	154	10
63654	2020-04-16	Halifax	North Carolina	37083	26	0
63655	2020-04-16	Harnett	North Carolina	37085	53	2
63656	2020-04-16	Haywood	North Carolina	37087	4	0
63657	2020-04-16	Henderson	North Carolina	37089	106	8
63658	2020-04-16	Hertford	North Carolina	37091	4	1
63659	2020-04-16	Hoke	North Carolina	37093	22	0
63660	2020-04-16	Iredell	North Carolina	37097	70	2
63661	2020-04-16	Jackson	North Carolina	37099	2	0
63662	2020-04-16	Johnston	North Carolina	37101	109	9
63663	2020-04-16	Jones	North Carolina	37103	8	1
63664	2020-04-16	Lee	North Carolina	37105	18	0
63665	2020-04-16	Lenoir	North Carolina	37107	16	0
63666	2020-04-16	Lincoln	North Carolina	37109	18	0
63667	2020-04-16	Macon	North Carolina	37113	2	1
63668	2020-04-16	Martin	North Carolina	37117	7	0
63669	2020-04-16	McDowell	North Carolina	37111	18	0
63670	2020-04-16	Mecklenburg	North Carolina	37119	1084	19
63671	2020-04-16	Mitchell	North Carolina	37121	4	0
63672	2020-04-16	Montgomery	North Carolina	37123	15	1
63673	2020-04-16	Moore	North Carolina	37125	67	0
63674	2020-04-16	Nash	North Carolina	37127	45	1
63675	2020-04-16	New Hanover	North Carolina	37129	58	1
63676	2020-04-16	Northampton	North Carolina	37131	69	1
63677	2020-04-16	Onslow	North Carolina	37133	31	1
63678	2020-04-16	Orange	North Carolina	37135	172	2
63679	2020-04-16	Pamlico	North Carolina	37137	6	0
63680	2020-04-16	Pasquotank	North Carolina	37139	16	0
63681	2020-04-16	Pender	North Carolina	37141	5	0
63682	2020-04-16	Perquimans	North Carolina	37143	8	0
63683	2020-04-16	Person	North Carolina	37145	11	0
63684	2020-04-16	Pitt	North Carolina	37147	80	1
63685	2020-04-16	Polk	North Carolina	37149	9	0
63686	2020-04-16	Randolph	North Carolina	37151	63	2
63687	2020-04-16	Richmond	North Carolina	37153	15	1
63688	2020-04-16	Robeson	North Carolina	37155	12	0
63689	2020-04-16	Rockingham	North Carolina	37157	16	2
63690	2020-04-16	Rowan	North Carolina	37159	214	8
63691	2020-04-16	Rutherford	North Carolina	37161	55	2
63692	2020-04-16	Sampson	North Carolina	37163	16	0
63693	2020-04-16	Scotland	North Carolina	37165	9	0
63694	2020-04-16	Stanly	North Carolina	37167	19	1
63695	2020-04-16	Stokes	North Carolina	37169	10	0
63696	2020-04-16	Surry	North Carolina	37171	11	0
63697	2020-04-16	Transylvania	North Carolina	37175	6	0
63698	2020-04-16	Tyrrell	North Carolina	37177	4	0
63699	2020-04-16	Union	North Carolina	37179	129	3
63700	2020-04-16	Vance	North Carolina	37181	25	1
63701	2020-04-16	Wake	North Carolina	37183	552	1
63702	2020-04-16	Warren	North Carolina	37185	3	0
63703	2020-04-16	Washington	North Carolina	37187	18	2
63704	2020-04-16	Watauga	North Carolina	37189	8	0
63705	2020-04-16	Wayne	North Carolina	37191	103	4
63706	2020-04-16	Wilkes	North Carolina	37193	4	1
63707	2020-04-16	Wilson	North Carolina	37195	83	3
63708	2020-04-16	Yadkin	North Carolina	37197	11	1
66361	2020-04-17	Alamance	North Carolina	37001	48	0
66362	2020-04-17	Alexander	North Carolina	37003	3	0
66363	2020-04-17	Alleghany	North Carolina	37005	2	0
66364	2020-04-17	Anson	North Carolina	37007	14	0
66365	2020-04-17	Ashe	North Carolina	37009	4	0
66366	2020-04-17	Beaufort	North Carolina	37013	13	0
66367	2020-04-17	Bertie	North Carolina	37015	18	1
66368	2020-04-17	Bladen	North Carolina	37017	1	0
66369	2020-04-17	Brunswick	North Carolina	37019	36	2
66370	2020-04-17	Buncombe	North Carolina	37021	42	3
66371	2020-04-17	Burke	North Carolina	37023	64	5
66372	2020-04-17	Cabarrus	North Carolina	37025	201	3
66373	2020-04-17	Caldwell	North Carolina	37027	22	0
66374	2020-04-17	Carteret	North Carolina	37031	22	1
66375	2020-04-17	Caswell	North Carolina	37033	7	0
66376	2020-04-17	Catawba	North Carolina	37035	40	1
66377	2020-04-17	Chatham	North Carolina	37037	85	0
66378	2020-04-17	Cherokee	North Carolina	37039	14	1
66379	2020-04-17	Chowan	North Carolina	37041	6	0
66380	2020-04-17	Clay	North Carolina	37043	5	0
66381	2020-04-17	Cleveland	North Carolina	37045	42	1
66382	2020-04-17	Columbus	North Carolina	37047	50	2
66383	2020-04-17	Craven	North Carolina	37049	33	1
66384	2020-04-17	Cumberland	North Carolina	37051	97	3
66385	2020-04-17	Currituck	North Carolina	37053	2	0
66386	2020-04-17	Dare	North Carolina	37055	11	1
66387	2020-04-17	Davidson	North Carolina	37057	94	2
66388	2020-04-17	Davie	North Carolina	37059	23	2
66389	2020-04-17	Duplin	North Carolina	37061	19	0
66390	2020-04-17	Durham	North Carolina	37063	360	4
66391	2020-04-17	Edgecombe	North Carolina	37065	44	1
66392	2020-04-17	Forsyth	North Carolina	37067	122	5
66393	2020-04-17	Franklin	North Carolina	37069	67	5
66394	2020-04-17	Gaston	North Carolina	37071	104	3
66395	2020-04-17	Gates	North Carolina	37073	4	0
66396	2020-04-17	Granville	North Carolina	37077	108	4
66397	2020-04-17	Greene	North Carolina	37079	12	0
66398	2020-04-17	Guilford	North Carolina	37081	162	12
66399	2020-04-17	Halifax	North Carolina	37083	28	1
66400	2020-04-17	Harnett	North Carolina	37085	54	3
66401	2020-04-17	Haywood	North Carolina	37087	4	0
66402	2020-04-17	Henderson	North Carolina	37089	106	11
66403	2020-04-17	Hertford	North Carolina	37091	7	1
66404	2020-04-17	Hoke	North Carolina	37093	22	0
66405	2020-04-17	Iredell	North Carolina	37097	75	2
66406	2020-04-17	Jackson	North Carolina	37099	2	0
66407	2020-04-17	Johnston	North Carolina	37101	118	9
66408	2020-04-17	Jones	North Carolina	37103	8	1
66409	2020-04-17	Lee	North Carolina	37105	21	0
66410	2020-04-17	Lenoir	North Carolina	37107	17	0
66411	2020-04-17	Lincoln	North Carolina	37109	20	0
66412	2020-04-17	Macon	North Carolina	37113	2	1
66413	2020-04-17	Martin	North Carolina	37117	8	0
66414	2020-04-17	McDowell	North Carolina	37111	19	0
66415	2020-04-17	Mecklenburg	North Carolina	37119	1136	21
66416	2020-04-17	Mitchell	North Carolina	37121	5	0
66417	2020-04-17	Montgomery	North Carolina	37123	17	1
66418	2020-04-17	Moore	North Carolina	37125	67	0
66419	2020-04-17	Nash	North Carolina	37127	50	1
66420	2020-04-17	New Hanover	North Carolina	37129	60	1
66421	2020-04-17	Northampton	North Carolina	37131	69	1
66422	2020-04-17	Onslow	North Carolina	37133	32	1
66423	2020-04-17	Orange	North Carolina	37135	175	3
66424	2020-04-17	Pamlico	North Carolina	37137	6	0
66425	2020-04-17	Pasquotank	North Carolina	37139	20	0
66426	2020-04-17	Pender	North Carolina	37141	5	0
66427	2020-04-17	Perquimans	North Carolina	37143	8	0
66428	2020-04-17	Person	North Carolina	37145	14	0
66429	2020-04-17	Pitt	North Carolina	37147	83	1
66430	2020-04-17	Polk	North Carolina	37149	9	0
66431	2020-04-17	Randolph	North Carolina	37151	67	2
66432	2020-04-17	Richmond	North Carolina	37153	17	2
66433	2020-04-17	Robeson	North Carolina	37155	17	0
66434	2020-04-17	Rockingham	North Carolina	37157	16	2
66435	2020-04-17	Rowan	North Carolina	37159	220	10
66436	2020-04-17	Rutherford	North Carolina	37161	59	2
66437	2020-04-17	Sampson	North Carolina	37163	18	0
66438	2020-04-17	Scotland	North Carolina	37165	11	0
66439	2020-04-17	Stanly	North Carolina	37167	20	1
66440	2020-04-17	Stokes	North Carolina	37169	10	0
66441	2020-04-17	Surry	North Carolina	37171	16	0
66442	2020-04-17	Transylvania	North Carolina	37175	6	0
66443	2020-04-17	Tyrrell	North Carolina	37177	4	0
66444	2020-04-17	Union	North Carolina	37179	137	3
66445	2020-04-17	Vance	North Carolina	37181	28	1
66446	2020-04-17	Wake	North Carolina	37183	566	3
66447	2020-04-17	Warren	North Carolina	37185	3	0
66448	2020-04-17	Washington	North Carolina	37187	18	2
66449	2020-04-17	Watauga	North Carolina	37189	8	0
66450	2020-04-17	Wayne	North Carolina	37191	239	4
66451	2020-04-17	Wilkes	North Carolina	37193	4	1
66452	2020-04-17	Wilson	North Carolina	37195	96	3
66453	2020-04-17	Yadkin	North Carolina	37197	11	1
69119	2020-04-18	Alamance	North Carolina	37001	47	0
69120	2020-04-18	Alexander	North Carolina	37003	3	0
69121	2020-04-18	Alleghany	North Carolina	37005	2	0
69122	2020-04-18	Anson	North Carolina	37007	15	0
69123	2020-04-18	Ashe	North Carolina	37009	4	0
69124	2020-04-18	Beaufort	North Carolina	37013	13	0
69125	2020-04-18	Bertie	North Carolina	37015	20	1
69126	2020-04-18	Bladen	North Carolina	37017	2	0
69127	2020-04-18	Brunswick	North Carolina	37019	36	2
69128	2020-04-18	Buncombe	North Carolina	37021	45	3
69129	2020-04-18	Burke	North Carolina	37023	66	5
69130	2020-04-18	Cabarrus	North Carolina	37025	204	3
69131	2020-04-18	Caldwell	North Carolina	37027	21	0
69132	2020-04-18	Carteret	North Carolina	37031	22	2
69133	2020-04-18	Caswell	North Carolina	37033	7	0
69134	2020-04-18	Catawba	North Carolina	37035	40	1
69135	2020-04-18	Chatham	North Carolina	37037	101	0
69136	2020-04-18	Cherokee	North Carolina	37039	14	1
69137	2020-04-18	Chowan	North Carolina	37041	6	0
69138	2020-04-18	Clay	North Carolina	37043	5	0
69139	2020-04-18	Cleveland	North Carolina	37045	42	1
69140	2020-04-18	Columbus	North Carolina	37047	51	2
69141	2020-04-18	Craven	North Carolina	37049	33	2
69142	2020-04-18	Cumberland	North Carolina	37051	105	3
69143	2020-04-18	Currituck	North Carolina	37053	2	0
69144	2020-04-18	Dare	North Carolina	37055	11	1
69145	2020-04-18	Davidson	North Carolina	37057	94	2
69146	2020-04-18	Davie	North Carolina	37059	23	2
69147	2020-04-18	Duplin	North Carolina	37061	22	0
69148	2020-04-18	Durham	North Carolina	37063	380	4
69149	2020-04-18	Edgecombe	North Carolina	37065	49	1
69150	2020-04-18	Forsyth	North Carolina	37067	124	5
69151	2020-04-18	Franklin	North Carolina	37069	69	7
69152	2020-04-18	Gaston	North Carolina	37071	107	3
69153	2020-04-18	Gates	North Carolina	37073	4	0
69154	2020-04-18	Granville	North Carolina	37077	109	5
69155	2020-04-18	Greene	North Carolina	37079	13	0
69156	2020-04-18	Guilford	North Carolina	37081	168	13
69157	2020-04-18	Halifax	North Carolina	37083	30	1
69158	2020-04-18	Harnett	North Carolina	37085	55	3
69159	2020-04-18	Haywood	North Carolina	37087	5	0
69160	2020-04-18	Henderson	North Carolina	37089	108	11
69161	2020-04-18	Hertford	North Carolina	37091	6	1
69162	2020-04-18	Hoke	North Carolina	37093	23	0
69163	2020-04-18	Iredell	North Carolina	37097	79	2
69164	2020-04-18	Jackson	North Carolina	37099	3	0
69165	2020-04-18	Johnston	North Carolina	37101	121	9
69166	2020-04-18	Jones	North Carolina	37103	8	1
69167	2020-04-18	Lee	North Carolina	37105	30	0
69168	2020-04-18	Lenoir	North Carolina	37107	18	0
69169	2020-04-18	Lincoln	North Carolina	37109	19	0
69170	2020-04-18	Macon	North Carolina	37113	2	1
69171	2020-04-18	Martin	North Carolina	37117	8	0
69172	2020-04-18	McDowell	North Carolina	37111	19	0
69173	2020-04-18	Mecklenburg	North Carolina	37119	1153	24
69174	2020-04-18	Mitchell	North Carolina	37121	5	0
69175	2020-04-18	Montgomery	North Carolina	37123	17	1
69176	2020-04-18	Moore	North Carolina	37125	67	0
69177	2020-04-18	Nash	North Carolina	37127	53	1
69178	2020-04-18	New Hanover	North Carolina	37129	62	1
69179	2020-04-18	Northampton	North Carolina	37131	69	2
69180	2020-04-18	Onslow	North Carolina	37133	33	1
69181	2020-04-18	Orange	North Carolina	37135	183	3
69182	2020-04-18	Pamlico	North Carolina	37137	6	0
69183	2020-04-18	Pasquotank	North Carolina	37139	20	0
69184	2020-04-18	Pender	North Carolina	37141	6	0
69185	2020-04-18	Perquimans	North Carolina	37143	8	0
69186	2020-04-18	Person	North Carolina	37145	16	0
69187	2020-04-18	Pitt	North Carolina	37147	89	1
69188	2020-04-18	Polk	North Carolina	37149	10	0
69189	2020-04-18	Randolph	North Carolina	37151	69	2
69190	2020-04-18	Richmond	North Carolina	37153	18	2
69191	2020-04-18	Robeson	North Carolina	37155	18	0
69192	2020-04-18	Rockingham	North Carolina	37157	16	2
69193	2020-04-18	Rowan	North Carolina	37159	244	12
69194	2020-04-18	Rutherford	North Carolina	37161	65	2
69195	2020-04-18	Sampson	North Carolina	37163	19	0
69196	2020-04-18	Scotland	North Carolina	37165	11	0
69197	2020-04-18	Stanly	North Carolina	37167	20	3
69198	2020-04-18	Stokes	North Carolina	37169	10	0
69199	2020-04-18	Surry	North Carolina	37171	17	0
69200	2020-04-18	Transylvania	North Carolina	37175	7	0
69201	2020-04-18	Tyrrell	North Carolina	37177	4	0
69202	2020-04-18	Union	North Carolina	37179	139	3
69203	2020-04-18	Vance	North Carolina	37181	30	1
69204	2020-04-18	Wake	North Carolina	37183	579	4
69205	2020-04-18	Warren	North Carolina	37185	3	0
69206	2020-04-18	Washington	North Carolina	37187	19	2
69207	2020-04-18	Watauga	North Carolina	37189	8	0
69208	2020-04-18	Wayne	North Carolina	37191	316	4
69209	2020-04-18	Wilkes	North Carolina	37193	4	1
69210	2020-04-18	Wilson	North Carolina	37195	103	4
69211	2020-04-18	Yadkin	North Carolina	37197	11	1
71886	2020-04-19	Alamance	North Carolina	37001	49	0
71887	2020-04-19	Alexander	North Carolina	37003	3	0
71888	2020-04-19	Alleghany	North Carolina	37005	2	0
71889	2020-04-19	Anson	North Carolina	37007	15	0
71890	2020-04-19	Ashe	North Carolina	37009	4	0
71891	2020-04-19	Beaufort	North Carolina	37013	14	0
71892	2020-04-19	Bertie	North Carolina	37015	21	1
71893	2020-04-19	Bladen	North Carolina	37017	2	0
71894	2020-04-19	Brunswick	North Carolina	37019	36	2
71895	2020-04-19	Buncombe	North Carolina	37021	46	3
71896	2020-04-19	Burke	North Carolina	37023	67	6
71897	2020-04-19	Cabarrus	North Carolina	37025	208	3
71898	2020-04-19	Caldwell	North Carolina	37027	22	0
71899	2020-04-19	Carteret	North Carolina	37031	22	2
71900	2020-04-19	Caswell	North Carolina	37033	7	0
71901	2020-04-19	Catawba	North Carolina	37035	40	1
71902	2020-04-19	Chatham	North Carolina	37037	119	0
71903	2020-04-19	Cherokee	North Carolina	37039	14	1
71904	2020-04-19	Chowan	North Carolina	37041	6	0
71905	2020-04-19	Clay	North Carolina	37043	5	0
71906	2020-04-19	Cleveland	North Carolina	37045	44	1
71907	2020-04-19	Columbus	North Carolina	37047	57	3
71908	2020-04-19	Craven	North Carolina	37049	34	2
71909	2020-04-19	Cumberland	North Carolina	37051	112	3
71910	2020-04-19	Currituck	North Carolina	37053	2	0
71911	2020-04-19	Dare	North Carolina	37055	11	1
71912	2020-04-19	Davidson	North Carolina	37057	94	2
71913	2020-04-19	Davie	North Carolina	37059	23	2
71914	2020-04-19	Duplin	North Carolina	37061	24	0
71915	2020-04-19	Durham	North Carolina	37063	383	5
71916	2020-04-19	Edgecombe	North Carolina	37065	58	1
71917	2020-04-19	Forsyth	North Carolina	37067	125	5
71918	2020-04-19	Franklin	North Carolina	37069	69	7
71919	2020-04-19	Gaston	North Carolina	37071	111	3
71920	2020-04-19	Gates	North Carolina	37073	4	0
71921	2020-04-19	Granville	North Carolina	37077	110	5
71922	2020-04-19	Greene	North Carolina	37079	13	0
71923	2020-04-19	Guilford	North Carolina	37081	172	13
71924	2020-04-19	Halifax	North Carolina	37083	30	1
71925	2020-04-19	Harnett	North Carolina	37085	58	3
71926	2020-04-19	Haywood	North Carolina	37087	5	0
71927	2020-04-19	Henderson	North Carolina	37089	120	11
71928	2020-04-19	Hertford	North Carolina	37091	9	1
71929	2020-04-19	Hoke	North Carolina	37093	23	0
71930	2020-04-19	Iredell	North Carolina	37097	80	2
71931	2020-04-19	Jackson	North Carolina	37099	3	0
71932	2020-04-19	Johnston	North Carolina	37101	123	9
71933	2020-04-19	Jones	North Carolina	37103	8	1
71934	2020-04-19	Lee	North Carolina	37105	34	0
71935	2020-04-19	Lenoir	North Carolina	37107	21	0
71936	2020-04-19	Lincoln	North Carolina	37109	19	0
71937	2020-04-19	Macon	North Carolina	37113	2	1
71938	2020-04-19	Martin	North Carolina	37117	9	0
71939	2020-04-19	McDowell	North Carolina	37111	19	0
71940	2020-04-19	Mecklenburg	North Carolina	37119	1178	29
71941	2020-04-19	Mitchell	North Carolina	37121	5	0
71942	2020-04-19	Montgomery	North Carolina	37123	18	1
71943	2020-04-19	Moore	North Carolina	37125	67	0
71944	2020-04-19	Nash	North Carolina	37127	61	1
71945	2020-04-19	New Hanover	North Carolina	37129	62	1
71946	2020-04-19	Northampton	North Carolina	37131	72	2
71947	2020-04-19	Onslow	North Carolina	37133	33	1
71948	2020-04-19	Orange	North Carolina	37135	187	3
71949	2020-04-19	Pamlico	North Carolina	37137	6	0
71950	2020-04-19	Pasquotank	North Carolina	37139	20	0
71951	2020-04-19	Pender	North Carolina	37141	7	0
71952	2020-04-19	Perquimans	North Carolina	37143	8	0
71953	2020-04-19	Person	North Carolina	37145	15	0
71954	2020-04-19	Pitt	North Carolina	37147	93	1
71955	2020-04-19	Polk	North Carolina	37149	10	0
71956	2020-04-19	Randolph	North Carolina	37151	74	2
71957	2020-04-19	Richmond	North Carolina	37153	19	2
71958	2020-04-19	Robeson	North Carolina	37155	21	0
71959	2020-04-19	Rockingham	North Carolina	37157	18	2
71960	2020-04-19	Rowan	North Carolina	37159	247	12
