GeoFIPS	GeoArea_Name	Economic_Measure_Name	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019
 37003	Alexander, NC	    Durable goods manufacturing	148107	144342	144945	149212	145495	150567	151626	135621	98375	95679	98375	102500	107560	119897	122604	124921	132391	133824	136503
 37003	Alexander, NC	     Wood product manufacturing	8277	7612	6487	6543	6755	6693	7055	5645	4088	4697	4834	5218	5122	5685	7324	7307	9160	8587	8565
 37003	Alexander, NC	     Nonmetallic mineral product manufacturing	(D)	(D)	(D)	(D)	(D)	(D)	519	655	353	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37003	Alexander, NC	     Primary metal manufacturing	(D)	(D)	(D)	(D)	(D)	(D)	-5	-12	-47	-29	12	46	67	64	19	12	14	17	21
 37003	Alexander, NC	     Fabricated metal product manufacturing	5000	4570	4796	5796	6717	8130	8085	8574	6890	(D)	(D)	(D)	8334	9138	7395	6303	4858	5920	6413
 37003	Alexander, NC	     Machinery manufacturing	650	604	(D)	972	1003	(D)	(D)	(D)	(D)	574	852	827	1090	901	790	819	(D)	(D)	(D)
 37003	Alexander, NC	     Computer and electronic product manufacturing	(D)	(D)	(D)	(D)	(D)	541	(D)	465	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37003	Alexander, NC	     Electrical equipment, appliance, and component manufacturing	(D)	(D)	(D)	-23	4	5	-6	-7	1	-5	34	56	125	70	21	13	15	22	23
 37003	Alexander, NC	     Motor vehicles, bodies and trailers, and parts manufacturing	35	0	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37003	Alexander, NC	     Other transportation equipment manufacturing	28	-5	-4	-9	-14	-9	-10	-74	-129	-39	38	66	147	67	23	14	15	18	18
 37003	Alexander, NC	     Furniture and related product manufacturing	127856	127610	131287	134630	129929	132169	132509	118070	84938	82614	82946	84603	90411	101784	104693	108122	114881	115869	118038
 37003	Alexander, NC	     Miscellaneous manufacturing	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37003	Alexander, NC	    Nondurable goods manufacturing	32078	30661	31901	34661	32327	31690	33717	37919	35676	39107	38259	39225	38123	38921	39627	42339	41712	46388	47372
 37003	Alexander, NC	     Food manufacturing	(D)	(D)	(D)	4	2	2	(D)	(D)	(D)	(D)	26	40	(D)	(D)	0	0	-1	1	2
 37003	Alexander, NC	     Beverage and tobacco product manufacturing	26	25	57	71	108	171	264	409	364	735	1119	1045	483	138	32	58	218	146	146
 37003	Alexander, NC	     Textile mills	12983	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37003	Alexander, NC	     Textile product mills	137	106	77	92	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37003	Alexander, NC	     Apparel manufacturing	2552	2516	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	1728	(D)	(D)	(D)	(D)
 37003	Alexander, NC	     Leather and allied product manufacturing	0	0	2	2	2	(D)	(D)	(D)	2	3	4	5	2	(D)	(D)	(D)	(D)	(D)	(D)
 37003	Alexander, NC	     Paper manufacturing	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37003	Alexander, NC	     Printing and related support activities	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37003	Alexander, NC	     Petroleum and coal products manufacturing	4	1	2	11	12	56	106	124	36	24	37	33	11	5	11	0	1	10	11
 37003	Alexander, NC	     Chemical manufacturing	47	62	63	1	85	142	187	71	56	16	35	3	-13	7	24	103	98	58	62
 37003	Alexander, NC	     Plastics and rubber products manufacturing	(D)	(D)	(D)	(D)	(D)	(D)	6318	6286	9043	9999	11260	12373	12902	12526	13773	16099	16272	17583	17460
 37003	Alexander, NC	   Wholesale trade	5940	4992	6316	7040	8235	6459	6825	6495	5941	6226	6222	7023	7343	8439	8567	9266	9598	(D)	(D)
 37003	Alexander, NC	   Retail trade	22199	23837	29366	28906	26583	24167	24177	22921	20894	20538	19261	20578	21925	23822	22199	23240	22963	24051	24855
 37003	Alexander, NC	    Motor vehicle and parts dealers	5227	5604	7251	7040	6191	4420	3754	2415	1856	2303	2032	2559	2667	3027	3112	3172	3102	3309	3383
 37003	Alexander, NC	    Furniture and home furnishings stores	546	390	916	441	405	305	251	455	(D)	(D)	60	(D)	(D)	(D)	(D)	(D)	(D)	(D)	54
 37003	Alexander, NC	    Electronics and appliance stores	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	37	(D)	(D)	(D)	392	304
 37003	Alexander, NC	    Building material and garden equipment and supplies dealers	2504	2531	2787	2818	2809	3115	3530	3299	2483	2392	2352	2505	2668	2849	2686	2867	2913	2984	3314
 37003	Alexander, NC	    Food and beverage stores	3037	3119	2667	2633	2507	2439	2121	2031	1698	(D)	1359	1507	(D)	1760	1784	2018	(D)	(D)	(D)
 37003	Alexander, NC	    Health and personal care stores	2421	2702	3170	3536	3767	3730	3687	4122	4413	3529	3632	3107	3175	3964	3394	3220	3327	3437	3506
 37003	Alexander, NC	    Gasoline stations	2022	1976	3781	3667	2272	1762	2247	2193	1277	2239	1428	2145	2089	2227	2291	2397	2269	2504	2879
 37003	Alexander, NC	    Clothing and clothing accessories stores	852	838	838	557	558	391	315	315	279	186	(D)	(D)	(D)	100	88	(D)	(D)	30	32
 37003	Alexander, NC	    Sporting goods, hobby, musical instrument, and book stores	340	358	467	170	179	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	279	(D)	(D)	(D)	(D)
 37003	Alexander, NC	    General merchandise stores	(D)	(D)	(D)	(D)	(D)	7005	7204	7322	7740	7280	7499	7261	7091	7352	7268	7685	7968	8109	7984
 37003	Alexander, NC	    Miscellaneous store retailers	525	476	457	535	348	435	367	315	281	332	292	351	415	438	469	556	543	605	625
 37003	Alexander, NC	    Nonstore retailers	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	492	1542	1544	457	489	556	678	721
 37003	Alexander, NC	   Transportation and warehousing	15228	13299	12104	11711	12585	14044	16985	14660	14595	15599	17703	17411	16330	15943	16992	14663	17264	20919	22306
 37003	Alexander, NC	    Air transportation	-11	-27	-20	-36	9	-3	881	710	633	826	811	584	634	393	273	227	444	913	972
 37003	Alexander, NC	    Rail transportation	657	627	694	807	845	1023	970	1119	1485	1516	1477	1678	1374	1185	1148	1387	1146	1228	1277
 37003	Alexander, NC	    Water transportation	15	-94	-15	85	225	234	261	13	28	-51	-106	-93	10	-37	-36	-70	-23	78	74
 37003	Alexander, NC	    Truck transportation	10313	10741	9637	9486	10382	11620	13350	11464	11123	11562	12849	12407	11653	11871	12442	9466	10549	13042	13959
 37003	Alexander, NC	    Transit and ground passenger transportation	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37003	Alexander, NC	    Pipeline transportation	24	-25	-11	-1	4	4	4	4	0	1	9	13	15	18	36	29	40	53	51
 37003	Alexander, NC	    Scenic and sightseeing transportation	169	149	101	50	15	3	9	8	8	4	2	0	3	1	6	4	0	9	10
 37003	Alexander, NC	    Support activities for transportation	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	67	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37003	Alexander, NC	    Couriers and messengers	9	18	(D)	(D)	73	128	49	(D)	(D)	(D)	(D)	(D)	160	(D)	(D)	(D)	(D)	53	51
 37003	Alexander, NC	    Warehousing and storage	(D)	-5	-8	1	17	23	21	37	41	41	(D)	(D)	(D)	10	5	(D)	(D)	(D)	(D)
 37003	Alexander, NC	   Information	1001	1004	1062	1226	1233	1251	1489	1728	1654	2147	1971	1347	1329	1089	958	1124	1089	915	1021
 37003	Alexander, NC	    Publishing industries (except Internet)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37003	Alexander, NC	    Motion picture and sound recording industries	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	22	185	28	15	3	12	14	17	17
 37003	Alexander, NC	    Broadcasting (except Internet)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37003	Alexander, NC	    Internet publishing and broadcasting 8/	3	8	6	2	1	3	(NA)	(NA)	(NA)	(NA)	(NA)	(NA)	(NA)	(NA)	(NA)	(NA)	(NA)	(NA)	(NA)
 37003	Alexander, NC	    Telecommunications	6	5	6	(D)	14	54	96	101	162	386	330	-183	(D)	(D)	(D)	284	(D)	(D)	(D)
 37003	Alexander, NC	    Data processing, hosting, and related services	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	6	5	3	6	6
 37003	Alexander, NC	    Other information services 8/	5	7	6	1	3	6	14	30	35	84	128	102	69	13	10	12	12	17	18
 37003	Alexander, NC	   Finance and insurance	4261	4565	5316	8092	7447	7489	7355	9637	10987	13351	10122	11564	10467	10331	11199	12521	13543	12664	13330
 37003	Alexander, NC	    Monetary Authorities-central bank	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 37003	Alexander, NC	    Credit intermediation and related activities	(D)	(D)	5137	5116	5762	5653	5581	7996	8571	10809	7328	8881	7814	7609	8179	8641	9229	9073	9468
 37003	Alexander, NC	    Securities, commodity contracts, and other financial investments and related activities	-910	-955	-887	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	945	(D)	694	(D)
 37003	Alexander, NC	    Insurance carriers and related activities	(D)	(D)	1064	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	2934	3252	2771	2785
 37003	Alexander, NC	    Funds, trusts, and other financial vehicles	2	1	2	260	47	6	17	74	27	366	119	26	16	33	48	1	(D)	126	(D)
 37003	Alexander, NC	   Real estate and rental and leasing	1807	1715	1964	2153	2195	2747	2064	4287	2200	1734	1482	2709	3387	3729	3568	4147	4391	5584	5948
 37003	Alexander, NC	    Real estate	1581	1473	1826	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	4709	(D)
 37003	Alexander, NC	    Rental and leasing services	198	215	124	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	838	(D)
 37003	Alexander, NC	    Lessors of nonfinancial intangible assets (except copyrighted works)	28	27	14	8	8	3	2	1	239	293	224	142	38	23	24	28	40	37	36
 37003	Alexander, NC	   Professional, scientific, and technical services	8905	10293	10038	9726	10866	12792	15031	15893	15432	17715	20246	20858	21489	22244	(D)	(D)	(D)	(D)	9920
 37003	Alexander, NC	   Management of companies and enterprises	(D)	(D)	(D)	5273	3582	2677	2331	2516	2128	1974	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	588
 37003	Alexander, NC	   Administrative and support and waste management and remediation services	(D)	(D)	(D)	6228	8511	12340	13928	12179	8957	9527	(D)	(D)	(D)	(D)	14686	14693	15655	19373	21626
 37003	Alexander, NC	    Administrative and support services	(D)	(D)	(D)	6160	8436	12263	13908	(D)	(D)	9410	10625	10545	8765	8095	14525	14461	15397	18980	21236
 37003	Alexander, NC	    Waste management and remediation services	37	39	45	68	75	77	20	(D)	(D)	117	(D)	(D)	(D)	(D)	161	232	258	393	390
 37003	Alexander, NC	   Educational services	(D)	(D)	96	(D)	(D)	(D)	474	(D)	1001	(D)	(D)	138	(D)	271	(D)	(D)	2006	(D)	(D)
 37003	Alexander, NC	   Health care and social assistance	(D)	(D)	17014	(D)	(D)	(D)	19882	(D)	21039	(D)	(D)	(D)	(D)	22064	(D)	(D)	25388	(D)	(D)
 37003	Alexander, NC	    Ambulatory health care services	7240	7944	7666	8953	9088	9371	9404	9627	9835	9995	9842	10591	10111	10461	9363	8173	14866	15858	18581
 37003	Alexander, NC	    Hospitals	(D)	25	47	5	5	56	157	297	304	172	124	119	153	155	180	164	175	176	184
 37003	Alexander, NC	    Nursing and residential care facilities	5942	6933	7723	6850	7349	8114	7858	7928	8439	9118	8651	9108	9215	9358	9274	8862	8224	8461	8811
 37003	Alexander, NC	    Social assistance	1448	(D)	1578	(D)	(D)	(D)	2463	(D)	2461	(D)	(D)	(D)	(D)	2090	(D)	(D)	2123	(D)	(D)
 37003	Alexander, NC	   Arts, entertainment, and recreation	1542	1228	1237	1424	1292	1376	1794	1726	1329	1199	1610	2045	2079	2245	2226	2651	3290	3556	3572
 37003	Alexander, NC	    Performing arts, spectator sports, and related industries	(D)	(D)	368	287	208	322	392	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37003	Alexander, NC	    Museums, historical sites, and similar institutions	-1	0	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37003	Alexander, NC	    Amusement, gambling, and recreation industries	(D)	(D)	(D)	(D)	(D)	(D)	(D)	1203	1037	931	1037	725	638	796	748	1275	1280	1290	1302
 37003	Alexander, NC	   Accommodation and food services	6693	6971	8171	9215	9111	9603	9126	8777	7886	7674	8318	8840	9011	9240	10721	11364	12082	12866	13170
 37003	Alexander, NC	    Accommodation	311	188	222	210	199	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37003	Alexander, NC	    Food services and drinking places	6382	6783	7949	9005	8912	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37003	Alexander, NC	   Other services (except government and government enterprises)	19467	22279	22646	24787	26355	27043	26142	23738	24219	26350	26763	32685	32395	33881	32218	32714	32251	32903	34381
 37003	Alexander, NC	    Repair and maintenance	6053	7032	6202	6839	7483	7644	7204	6097	6251	7284	8046	10624	10308	10456	10603	11156	10225	9668	10184
 37003	Alexander, NC	    Personal and laundry services	5091	5930	6266	7385	8033	8036	7018	5235	5412	6709	6900	9613	9339	9901	7998	8122	8447	8955	(D)
 37003	Alexander, NC	    Religious, grantmaking, civic, professional, and similar organizations	7074	8109	8852	(D)	(D)	9919	10365	10781	11100	11086	(D)	11149	11400	11995	12075	11994	(D)	(D)	(D)
 37003	Alexander, NC	    Private households	1249	1208	1326	(D)	(D)	1444	1555	1625	1456	1271	(D)	1299	1348	1529	1542	1442	(D)	(D)	1641
 37003	Alexander, NC	  Government and government enterprises	50213	53767	57284	69785	76573	82585	88705	94170	96058	97820	96767	96826	99851	98867	101266	104102	109987	117146	119754
 37003	Alexander, NC	   Federal civilian	2345	2415	2543	2685	2697	3089	3146	3136	3230	3455	3296	3480	3458	3559	3800	3761	3832	4061	4362
 37003	Alexander, NC	   Military	1245	1715	2561	2550	2820	2771	2888	3244	3573	3456	3353	3038	2850	2634	2477	2595	2528	2691	2814
 37003	Alexander, NC	   State and local	46623	49637	52180	64550	71056	76725	82671	87790	89255	90909	90118	90308	93543	92674	94989	97746	103627	110394	112578
 37003	Alexander, NC	    State government	4608	5278	6451	16276	19870	22929	25299	28034	29525	30743	30651	30890	32472	(D)	(D)	(D)	(D)	(D)	(D)
 37003	Alexander, NC	    Local government	42015	44359	45729	48274	51186	53796	57372	59756	59730	60166	59467	59418	61071	(D)	(D)	(D)	(D)	(D)	(D)
 37005	Alleghany, NC	Personal income (thousands of dollars)	267314	266367	266695	277453	287925	287128	300656	311724	316736	320735	330440	339312	336420	357046	375917	385233	394816	411684	428934
 37005	Alleghany, NC	Population (persons) 2/	10740	10740	10776	10790	10788	10940	11061	11131	11125	11137	11016	10943	10903	10891	10856	10919	10988	11138	11137
 37005	Alleghany, NC	Per capita personal income (dollars)	24890	24801	24749	25714	26689	26246	27182	28005	28471	28799	29996	31007	30856	32784	34628	35281	35932	36962	38514
 37005	Alleghany, NC	Earnings by place of work	156841	151370	147306	155722	165027	162402	160477	158644	155939	158269	157927	157440	150424	159544	164235	167489	175185	174423	183380
 37005	Alleghany, NC	 Less: Contributions for government social insurance 3/	15442	15243	14922	15937	17381	18247	18477	18152	17723	18054	17149	16732	19923	20771	21151	21550	22214	22766	23801
 37005	Alleghany, NC	  Employee and self-employed contributions for government social insurance	8535	8616	8372	9027	9713	10217	10352	10284	10248	10702	9394	9113	11749	12137	12514	13221	13829	14556	15126
 37005	Alleghany, NC	  Employer contributions for government social insurance	6907	6627	6550	6910	7668	8030	8125	7868	7475	7352	7755	7619	8174	8634	8637	8329	8385	8210	8675
 37005	Alleghany, NC	 Plus: Adjustment for residence 4/	11345	10903	10698	9528	6914	5809	4927	3390	5580	7662	10491	13121	14115	15404	16834	18633	19297	19704	20403
 37005	Alleghany, NC	 Equals: Net earnings by place of residence	152744	147030	143082	149313	154560	149964	146927	143882	143796	147877	151269	153829	144616	154177	159918	164572	172268	171361	179982
 37005	Alleghany, NC	 Plus: Dividends, interest, and rent 5/	58858	56609	58244	58477	57989	58015	68996	75154	69170	66038	71636	73630	77914	84089	94056	94185	95860	109008	110492
 37005	Alleghany, NC	 Plus: Personal current transfer receipts	55712	62728	65369	69663	75376	79149	84733	92688	103770	106820	107535	111853	113890	118780	121943	126476	126688	131315	138460
 37005	Alleghany, NC	 Wages and salaries	89847	88337	83887	90295	95699	99654	99417	97821	91742	91545	93648	91009	97035	100560	103228	105049	107413	110408	116294
 37005	Alleghany, NC	 Supplements to wages and salaries	21704	21631	21896	24225	26988	28067	27530	26826	26802	27562	26331	27354	27793	30087	29785	30174	30482	31348	32882
 37005	Alleghany, NC	  Employer contributions for employee pension and insurance funds 6/	14797	15004	15346	17315	19320	20037	19405	18958	19327	20210	18576	19735	19619	21453	21148	21845	22097	23138	24207
 37005	Alleghany, NC	 Proprietors' income 7/	45290	41402	41523	41202	42340	34681	33530	33997	37395	39162	37948	39077	25596	28897	31222	32266	37290	32667	34204
 37005	Alleghany, NC	  Farm proprietors' income	26724	21753	22205	21175	22272	10090	9597	9772	14147	13369	11864	10448	-1605	2174	2326	-1813	1050	-1696	-1662
 37005	Alleghany, NC	  Nonfarm proprietors' income	18566	19649	19318	20027	20068	24591	23933	24225	23248	25793	26084	28629	27201	26723	28896	34079	36240	34363	35866
 37005	Alleghany, NC	 Farm earnings	28688	23930	24847	24656	26256	15168	16718	15920	19030	16988	16086	15412	3578	7356	7313	4044	6642	2970	4094
 37005	Alleghany, NC	 Nonfarm earnings	128153	127440	122459	131066	138771	147234	143759	142724	136909	141281	141841	142028	146846	152188	156922	163445	168543	171453	179286
 37005	Alleghany, NC	  Private nonfarm earnings	105869	103606	97525	104406	109841	119042	116669	115581	108465	111928	109915	111826	116670	121752	125865	132853	136782	138018	145234
 37005	Alleghany, NC	   Forestry, fishing, and related activities	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37005	Alleghany, NC	    Forestry and logging	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	260
 37005	Alleghany, NC	    Fishing, hunting and trapping	250	219	188	73	15	2	-245	-292	-121	-20	29	59	72	61	81	51	22	-82	-45
 37005	Alleghany, NC	    Support activities for agriculture and forestry	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37005	Alleghany, NC	   Mining, quarrying, and oil and gas extraction	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37005	Alleghany, NC	    Oil and gas extraction	1	1	0	0	0	0	0	0	0	47	232	140	154	48	31	71	284	74	73
 37005	Alleghany, NC	    Mining (except oil and gas)	1	1	0	0	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
